term,raw_count_domain,category,bert_token_count,bert_tokens,llama4_token_count,llama4_tokens,gemma4_token_count,gemma4_tokens,openai_token_count,openai_tokens,mistral_token_count,mistral_tokens
crancking,1,3,3,cr | ##an | ##cking,4,c | ran | ck | ing,2,cran | cking,3,cran | ck | ing,4,c | ran | ck | ing
drainline,1,3,2,drain | ##line,3,d | rain | line,2,drain | line,3,dr | ain | line,3,d | rain | line
innersurface,1,3,3,inner | ##sur | ##face,2,inners | urface,3,in | ners | urface,2,inners | urface,2,inners | urface
concaveside,1,3,3,con | ##cave | ##side,3,conc | aves | ide,3,conc | aves | ide,3,conc | aves | ide,3,conc | aves | ide
servicability,1,3,3,ser | ##vic | ##ability,3,serv | ic | ability,2,servic | ability,3,serv | ic | ability,3,serv | ic | ability
housimg,1,3,4,ho | ##us | ##im | ##g,2,hous | img,2,hous | img,3,h | ous | img,3,h | ous | img
insideconnector,1,3,4,inside | ##con | ##ne | ##ctor,2,inside | connector,2,inside | connector,2,inside | connector,3,inside | con | nector
ingition,1,3,2,ing | ##ition,2,ing | ition,2,ing | ition,2,ing | ition,2,ing | ition
ignieter,1,3,3,ign | ##ie | ##ter,2,ign | ieter,3,ign | i | eter,2,ign | ieter,3,ign | i | eter
cicumferential,1,3,4,ci | ##cum | ##fer | ##ential,3,c | icum | ferential,4,c | icum | fer | ential,4,c | icum | fer | ential,4,c | icum | fer | ential
worksope,1,3,2,works | ##ope,3,work | so | pe,3,work | so | pe,3,work | so | pe,3,work | so | pe
frontbrake,1,3,3,front | ##bra | ##ke,3,front | bra | ke,2,front | brake,3,front | br | ake,3,front | bra | ke
connectpoint,1,3,2,connect | ##point,2,connect | point,2,connect | point,2,connect | point,2,connect | point
geconformeerd,1,3,5,ge | ##con | ##form | ##eer | ##d,4,ge | con | forme | erd,4,ge | con | forme | erd,4,ge | con | forme | erd,4,ge | con | forme | erd
dectector,1,3,3,dec | ##tec | ##tor,3,de | ct | ector,3,d | ect | ector,3,d | ect | ector,3,de | ct | ector
supplyfilter,1,3,3,supply | ##fi | ##lter,2,supply | filter,2,supply | filter,3,s | upply | filter,3,supp | ly | filter
pinsbolt,1,3,2,pins | ##bolt,2,pins | bolt,2,pins | bolt,2,pins | bolt,2,pins | bolt
ratchet,2,3,2,rat | ##chet,2,rat | chet,2,rat | chet,2,rat | chet,2,rat | chet
switching,4,3,1,switching,2,switch | ing,1,switching,2,switch | ing,2,switch | ing
protusion,1,3,3,pro | ##tus | ##ion,2,prot | usion,2,prot | usion,2,prot | usion,2,prot | usion
builup,1,3,3,bu | ##il | ##up,2,bu | ilup,3,bu | il | up,3,b | uil | up,3,bu | il | up
fualt,1,3,3,fu | ##al | ##t,3,f | ual | t,3,f | ual | t,3,f | ual | t,3,f | ual | t
overhang,2,3,2,over | ##hang,2,over | hang,2,over | hang,2,over | hang,2,over | hang
zone,8,3,1,zone,1,zone,1,zone,1,zone,1,zone
labirinth,1,3,4,lab | ##iri | ##nt | ##h,3,lab | ir | inth,3,lab | ir | inth,3,lab | ir | inth,3,lab | ir | inth
assembley,1,3,2,assemble | ##y,3,ass | emb | ley,2,assemble | y,2,assemble | y,2,ass | embley
beam,4,3,1,beam,1,beam,1,beam,1,beam,1,beam
distress,3,3,1,distress,2,dist | ress,2,dist | ress,2,dist | ress,2,dist | ress
findings,4,3,1,findings,2,find | ings,1,findings,2,find | ings,2,find | ings
recoat,1,3,2,rec | ##oat,2,re | coat,2,re | coat,2,re | coat,3,re | co | at
channel,8,3,1,channel,1,channel,1,channel,1,channel,1,channel
flex,2,3,1,flex,1,flex,1,flex,1,flex,1,flex
roughedge,1,3,2,rough | ##edge,3,ro | ughed | ge,3,rou | g | hedge,4,rou | g | hed | ge,4,rou | g | hed | ge
rotation,3,3,1,rotation,1,rotation,1,rotation,1,rotation,1,rotation
sheild,1,3,3,she | ##il | ##d,2,she | ild,2,she | ild,2,she | ild,2,she | ild
hardware,3,3,1,hardware,1,hardware,1,hardware,1,hardware,2,hard | ware
chaffing,1,3,3,cha | ##ffin | ##g,2,chaff | ing,3,ch | aff | ing,3,ch | aff | ing,2,chaff | ing
packing,2,3,1,packing,1,packing,1,packing,1,packing,2,pack | ing
unthreaded,1,3,4,un | ##th | ##rea | ##ded,3,un | thread | ed,2,un | threaded,3,un | thread | ed,3,un | thread | ed
foil,2,3,1,foil,1,foil,1,foil,1,foil,2,fo | il
union,8,3,1,union,1,union,1,union,1,union,1,union
manhandling,1,3,3,man | ##hand | ##ling,2,man | handling,2,man | handling,2,man | handling,3,man | hand | ling
strike,3,3,1,strike,1,strike,1,strike,1,strike,2,st | rike
cluster,2,3,1,cluster,1,cluster,1,cluster,1,cluster,1,cluster
config,1,3,3,con | ##fi | ##g,1,config,1,config,1,config,1,config
familiarization,1,3,2,familiar | ##ization,3,f | amiliar | ization,2,familiar | ization,3,f | amiliar | ization,3,famil | iar | ization
granule,1,3,2,gran | ##ule,2,gran | ule,2,gran | ule,2,gran | ule,2,gran | ule
delta,2,3,1,delta,1,delta,1,delta,1,delta,1,delta
conformance,1,3,2,conform | ##ance,2,con | formance,2,con | formance,2,con | formance,2,con | formance
separator,1,3,3,sep | ##arat | ##or,1,separator,1,separator,1,separator,2,se | parator
rework,1,3,2,re | ##work,2,re | work,2,re | work,2,re | work,2,re | work
graze,1,3,2,graz | ##e,2,gra | ze,2,gra | ze,2,gra | ze,2,gra | ze
bead,1,3,2,bea | ##d,2,be | ad,2,be | ad,2,be | ad,2,be | ad
conformation,1,3,2,conform | ##ation,2,con | formation,2,con | formation,2,con | formation,2,con | formation
override,1,3,2,over | ##ride,1,override,1,override,1,override,1,override
molten,1,3,1,molten,2,mol | ten,2,mol | ten,2,mol | ten,2,mol | ten
mass,2,3,1,mass,1,mass,1,mass,1,mass,1,mass
fade,1,3,1,fade,1,fade,1,fade,1,fade,1,fade
elbow,1,3,1,elbow,2,el | bow,1,elbow,2,el | bow,2,el | bow
regulating,1,3,1,regulating,2,reg | ulating,1,regulating,2,reg | ulating,2,reg | ulating
crater,1,3,1,crater,2,cr | ater,2,cr | ater,2,cr | ater,2,cr | ater
jacket,1,3,1,jacket,2,j | acket,1,jacket,2,j | acket,2,j | acket
film,3,3,1,film,1,film,1,film,1,film,1,film
modification,1,3,1,modification,2,mod | ification,1,modification,2,mod | ification,2,mod | ification
capped,1,3,1,capped,2,c | apped,1,capped,2,c | apped,2,c | apped
log,1,3,1,log,1,log,1,log,1,log,1,log
requirement,1,3,1,requirement,2,require | ment,1,requirement,2,require | ment,2,require | ment
firing,1,3,1,firing,2,f | iring,1,firing,2,f | iring,2,f | iring
balance,1,3,1,balance,1,balance,1,balance,1,balance,1,balance
window,1,3,1,window,1,window,1,window,1,window,1,window
sector,1,3,1,sector,1,sector,1,sector,1,sector,2,se | ctor
capacity,1,3,1,capacity,1,capacity,1,capacity,1,capacity,2,cap | acity
profile,1,3,1,profile,1,profile,1,profile,1,profile,1,profile
band,1,3,1,band,1,band,1,band,1,band,1,band
cavity,4,3,1,cavity,2,c | avity,2,cav | ity,2,c | avity,3,c | av | ity
indentation,1,3,2,ind | ##entation,2,ind | entation,2,indent | ation,2,indent | ation,2,ind | entation
track,1,3,1,track,1,track,1,track,1,track,1,track
coating,582,3,1,coating,2,co | ating,1,coating,2,co | ating,2,co | ating
blade,1503,3,1,blade,1,blade,1,blade,1,blade,2,bl | ade
booster,88,3,1,booster,2,bo | oster,2,bo | oster,2,bo | oster,2,bo | oster
starter,288,3,1,starter,1,starter,1,starter,1,starter,2,st | arter
rub,51,3,1,rub,1,rub,1,rub,1,rub,1,rub
fan,758,3,1,fan,1,fan,1,fan,1,fan,1,fan
buildup,56,3,2,build | ##up,2,build | up,3,bu | il | dup,3,b | uil | dup,3,bu | il | dup
mount,1200,3,1,mount,1,mount,1,mount,1,mount,1,mount
dim,53,3,1,dim,1,dim,1,dim,1,dim,1,dim
link,666,3,1,link,1,link,1,link,1,link,1,link
flow,471,3,1,flow,1,flow,1,flow,1,flow,1,flow
dimensional,154,3,1,dimensional,1,dimensional,1,dimensional,2,dim | ensional,1,dimensional
deviation,46,3,1,deviation,2,dev | iation,1,deviation,2,de | viation,2,de | viation
plate,176,3,1,plate,1,plate,1,plate,1,plate,1,plate
heater,20,3,2,heat | ##er,2,he | ater,1,heater,1,heater,1,heater
shafing,3,3,3,sha | ##fin | ##g,3,sh | af | ing,3,sh | af | ing,3,sh | af | ing,3,sh | af | ing
indication,56,3,1,indication,2,indic | ation,1,indication,2,ind | ication,2,ind | ication
chip,47,3,1,chip,1,chip,1,chip,1,chip,1,chip
groove,34,3,1,groove,2,gro | ove,2,gro | ove,2,gro | ove,2,gro | ove
flaking,6,3,2,fl | ##aking,2,fl | aking,2,fl | aking,2,fl | aking,2,fl | aking
cradle,16,3,1,cradle,2,cr | adle,2,c | radle,2,cr | adle,3,c | rad | le
burnmark,2,3,2,burn | ##mark,2,burn | mark,2,burn | mark,2,burn | mark,2,burn | mark
destructive,18,3,1,destructive,2,d | estructive,1,destructive,2,des | tructive,3,dest | ruct | ive
interval,17,3,1,interval,1,interval,1,interval,1,interval,1,interval
reference,103,3,1,reference,1,reference,1,reference,1,reference,1,reference
looseness,4,3,2,loosen | ##ess,3,lo | osen | ess,3,lo | osen | ess,3,lo | osen | ess,3,lo | osen | ess
serial,29,3,1,serial,1,serial,1,serial,1,serial,1,serial
play,373,3,1,play,1,play,1,play,1,play,1,play
switch,21,3,1,switch,1,switch,1,switch,1,switch,1,switch
control,140,3,1,control,1,control,1,control,1,control,1,control
disconnect,5,3,3,disco | ##nne | ##ct,1,disconnect,1,disconnect,1,disconnect,2,dis | connect
metallic,9,3,1,metallic,2,metal | lic,1,metallic,2,metal | lic,2,met | allic
residue,6,3,1,residue,2,res | idue,2,resid | ue,2,res | idue,3,res | id | ue
tag,10,3,1,tag,1,tag,1,tag,1,tag,1,tag
digital,38,3,1,digital,1,digital,1,digital,1,digital,1,digital
bench,13,3,1,bench,1,bench,1,bench,1,bench,1,bench
radius,8,3,1,radius,1,radius,1,radius,1,radius,1,radius
hang,8,3,1,hang,1,hang,1,hang,1,hang,1,hang
software,18,3,1,software,1,software,1,software,1,software,1,software
corrective,4,3,2,correct | ##ive,2,correct | ive,2,correct | ive,2,correct | ive,2,correct | ive
unscheduled,3,3,4,un | ##sche | ##du | ##led,2,uns | cheduled,2,uns | cheduled,2,uns | cheduled,2,uns | cheduled
flake,3,3,2,fl | ##ake,1,flake,1,flake,1,flake,2,fl | ake
thickness,5,3,1,thickness,1,thickness,1,thickness,2,th | ickness,2,th | ickness
tightening,3,3,1,tightening,2,tight | ening,2,tight | ening,2,tight | ening,3,t | ight | ening
regulation,8,3,1,regulation,1,regulation,1,regulation,2,reg | ulation,1,regulation
rating,9,3,1,rating,1,rating,1,rating,1,rating,1,rating
detection,5,3,1,detection,2,d | etection,1,detection,2,d | etection,2,d | etection
marking,6,3,1,marking,2,mark | ing,1,marking,2,mark | ing,2,mark | ing
trough,3,3,1,trough,2,t | rough,2,t | rough,2,tr | ough,2,t | rough
integrated,8,3,1,integrated,2,integr | ated,1,integrated,2,integr | ated,2,integr | ated
adjustable,3,3,1,adjustable,2,adjust | able,1,adjustable,2,adjust | able,3,ad | just | able
nodeviation,1,3,3,node | ##via | ##tion,2,node | viation,2,node | viation,2,node | viation,2,node | viation
clearnace,1,3,3,clear | ##nac | ##e,3,cle | arn | ace,3,cle | arn | ace,3,cle | arn | ace,3,cle | arn | ace
completionkit,1,3,2,completion | ##kit,2,completion | kit,2,completion | kit,2,completion | kit,3,com | pletion | kit
concavesurface,1,3,4,con | ##cave | ##sur | ##face,3,conc | aves | urface,3,conc | aves | urface,3,conc | aves | urface,3,conc | aves | urface
bypasst,1,3,2,bypass | ##t,4,b | yp | as | st,4,b | yp | as | st,4,b | yp | as | st,3,b | yp | asst
crackat,1,3,2,crack | ##at,3,c | rack | at,2,crack | at,3,cr | ack | at,3,c | rack | at
varnisch,1,3,3,var | ##nis | ##ch,3,var | n | isch,2,varn | isch,3,var | n | isch,3,var | n | isch
fromvalvs,1,3,3,from | ##val | ##vs,3,from | val | vs,3,from | val | vs,3,from | val | vs,3,from | val | vs
restraint,3,3,1,restraint,2,rest | raint,2,rest | raint,2,rest | raint,2,rest | raint
notches,2,3,2,notch | ##es,2,not | ches,2,not | ches,2,not | ches,2,not | ches
blistering,2,3,3,b | ##list | ##ering,3,bl | ister | ing,3,bl | ister | ing,3,bl | ister | ing,3,bl | ister | ing
sperical,1,3,3,sp | ##eric | ##al,3,s | per | ical,3,s | per | ical,3,s | per | ical,3,s | per | ical
cell,5,3,1,cell,1,cell,1,cell,1,cell,1,cell
symptom,2,3,3,sy | ##mpt | ##om,2,sym | ptom,3,s | ympt | om,2,sym | ptom,3,sym | pt | om
bar,6,3,1,bar,1,bar,1,bar,1,bar,1,bar
defective,2,3,1,defective,2,def | ective,2,def | ective,2,def | ective,2,def | ective
anchor,3,3,1,anchor,1,anchor,1,anchor,1,anchor,1,anchor
section,8,3,1,section,1,section,1,section,1,section,1,section
conform,2,3,1,conform,1,conform,1,conform,2,con | form,2,con | form
humidity,2,3,1,humidity,2,hum | idity,1,humidity,1,humidity,2,hum | idity
retention,2,3,1,retention,2,ret | ention,2,ret | ention,2,ret | ention,2,ret | ention
disfiguration,1,3,4,di | ##sf | ##ig | ##uration,2,dis | figuration,2,dis | figuration,2,dis | figuration,3,dis | fig | uration
signal,3,3,1,signal,1,signal,1,signal,1,signal,1,signal
suspect,2,3,1,suspect,2,sus | pect,2,sus | pect,2,sus | pect,2,sus | pect
pocket,2,3,1,pocket,2,p | ocket,1,pocket,2,p | ocket,2,p | ocket
lease,2,3,1,lease,1,lease,1,lease,1,lease,1,lease
shoulder,2,3,1,shoulder,2,sh | oulder,1,shoulder,2,should | er,2,should | er
stem,2,3,1,stem,1,stem,1,stem,1,stem,1,stem
swab,1,3,2,sw | ##ab,2,sw | ab,2,sw | ab,2,sw | ab,2,sw | ab
screwdriver,1,3,3,screw | ##drive | ##r,3,s | crew | driver,1,screwdriver,3,s | crew | driver,4,s | cre | wd | river
shell,2,3,1,shell,1,shell,1,shell,1,shell,1,shell
locator,1,3,3,lo | ##cat | ##or,2,loc | ator,1,locator,1,locator,2,loc | ator
shank,1,3,2,shan | ##k,2,sh | ank,1,shank,2,sh | ank,2,sh | ank
weight,2,3,1,weight,1,weight,1,weight,1,weight,1,weight
restrain,1,3,1,restrain,2,rest | rain,2,rest | rain,2,restr | ain,2,rest | rain
bridge,2,3,1,bridge,1,bridge,1,bridge,1,bridge,1,bridge
grooves,1,3,1,grooves,2,gro | oves,2,gro | oves,2,gro | oves,2,gro | oves
deficiency,1,3,1,deficiency,2,def | iciency,2,def | iciency,2,def | iciency,2,def | iciency
distribution,2,3,1,distribution,1,distribution,1,distribution,1,distribution,2,dist | ribution
key,2,3,1,key,1,key,1,key,1,key,1,key
spark,1,3,1,spark,1,spark,1,spark,1,spark,1,spark
texture,1,3,1,texture,1,texture,1,texture,1,texture,1,texture
monitoring,1,3,1,monitoring,1,monitoring,1,monitoring,2,monitor | ing,2,monitor | ing
functional,1,3,1,functional,1,functional,1,functional,1,functional,1,functional
witness,1,3,1,witness,2,w | itness,1,witness,2,w | itness,2,w | itness
shift,1,3,1,shift,1,shift,1,shift,1,shift,1,shift
approval,1,3,1,approval,1,approval,1,approval,1,approval,1,approval
schedule,1,3,1,schedule,1,schedule,1,schedule,1,schedule,1,schedule
analysis,1,3,1,analysis,1,analysis,1,analysis,1,analysis,1,analysis
hold,1,3,1,hold,1,hold,1,hold,1,hold,1,hold
seat,1,3,1,seat,1,seat,1,seat,1,seat,1,seat
release,1,3,1,release,1,release,1,release,1,release,1,release
run,1,3,1,run,1,run,1,run,1,run,1,run
clamp,68,3,2,cl | ##amp,2,cl | amp,1,clamp,2,cl | amp,2,cl | amp
wet,28,3,1,wet,1,wet,1,wet,1,wet,1,wet
arm,18,3,1,arm,1,arm,1,arm,1,arm,1,arm
trace,3,3,1,trace,1,trace,1,trace,1,trace,1,trace
resilient,1,3,3,res | ##ili | ##ent,2,res | ilient,2,res | ilient,3,res | il | ient,2,res | ilient
major,1,3,1,major,1,major,1,major,1,major,1,major
bolthole,51,3,2,bolt | ##hole,3,bol | th | ole,2,bol | thole,3,bol | th | ole,3,bol | th | ole
subtask,56,3,3,sub | ##tas | ##k,2,sub | task,2,sub | task,2,sub | task,2,sub | task
dent,693,3,1,dent,1,dent,1,dent,1,dent,2,d | ent
partnumber,16,3,3,part | ##num | ##ber,2,part | number,2,part | number,2,part | number,2,part | number
ignit,14,3,2,ign | ##it,2,ign | it,2,ign | it,2,ign | it,1,ignit
hose,200,3,1,hose,2,h | ose,1,hose,1,hose,2,h | ose
plug,345,3,1,plug,1,plug,1,plug,1,plug,1,plug
filter,305,3,1,filter,1,filter,1,filter,1,filter,1,filter
tube,526,3,1,tube,2,t | ube,1,tube,1,tube,1,tube
bumper,94,3,1,bumper,2,bum | per,1,bumper,2,bum | per,2,bum | per
clearence,7,3,2,clear | ##ence,2,clear | ence,2,cle | arence,2,clear | ence,2,clear | ence
pin,222,3,1,pin,1,pin,1,pin,1,pin,1,pin
inpection,5,3,3,in | ##pe | ##ction,2,in | pection,2,in | pection,2,in | pection,2,in | pection
retification,6,3,3,re | ##ti | ##fication,2,ret | ification,2,ret | ification,2,ret | ification,2,ret | ification
syst,19,3,2,sy | ##st,1,syst,1,syst,2,s | yst,2,s | yst
clock,300,3,1,clock,1,clock,1,clock,1,clock,1,clock
unbounded,26,3,3,un | ##bound | ##ed,2,un | bounded,2,un | bounded,2,un | bounded,3,un | bound | ed
threadmark,4,3,2,thread | ##mark,2,thread | mark,2,thread | mark,2,thread | mark,2,thread | mark
migration,176,3,1,migration,1,migration,1,migration,1,migration,2,m | igration
guide,837,3,1,guide,1,guide,1,guide,1,guide,1,guide
cable,199,3,1,cable,2,c | able,1,cable,2,c | able,2,c | able
edge,506,3,1,edge,1,edge,1,edge,1,edge,1,edge
damage,448,3,1,damage,1,damage,1,damage,1,damage,2,dam | age
barrier,94,3,1,barrier,2,bar | rier,1,barrier,2,bar | rier,2,bar | rier
condition,369,3,1,condition,1,condition,1,condition,1,condition,1,condition
shaving,19,3,2,sha | ##ving,2,sh | aving,2,sh | aving,2,sh | aving,2,sh | aving
clereance,3,3,3,cl | ##ere | ##ance,3,cl | ere | ance,3,cl | ere | ance,3,cl | ere | ance,3,cl | ere | ance
panel,170,3,1,panel,1,panel,1,panel,1,panel,1,panel
cracke,4,3,2,crack | ##e,3,c | rack | e,2,crack | e,3,cr | ack | e,3,c | rack | e
screw,32,3,1,screw,2,s | crew,1,screw,2,s | crew,2,s | crew
bowl,104,3,1,bowl,2,b | owl,1,bowl,2,b | owl,2,bow | l
ring,140,3,1,ring,1,ring,1,ring,1,ring,1,ring
impact,257,3,1,impact,1,impact,1,impact,1,impact,2,imp | act
material,301,3,1,material,1,material,1,material,1,material,1,material
drive,183,3,1,drive,1,drive,1,drive,1,drive,1,drive
lever,20,3,1,lever,1,lever,1,lever,1,lever,1,lever
tank,71,3,1,tank,1,tank,1,tank,1,tank,2,t | ank
segment,57,3,1,segment,1,segment,1,segment,1,segment,1,segment
cooler,17,3,1,cooler,2,co | oler,1,cooler,2,cool | er,2,co | oler
standard,242,3,1,standard,1,standard,1,standard,1,standard,1,standard
procedure,38,3,1,procedure,1,procedure,1,procedure,1,procedure,2,pro | cedure
elongatad,2,3,3,el | ##onga | ##tad,3,elong | at | ad,3,elong | at | ad,3,elong | at | ad,3,elong | at | ad
tamplate,2,3,2,tam | ##plate,2,tam | plate,2,tam | plate,2,tam | plate,3,t | am | plate
leakeage,2,3,3,leak | ##ea | ##ge,3,le | ake | age,3,le | ake | age,3,le | ake | age,3,le | ake | age
oflimit,2,3,3,of | ##lim | ##it,2,ofl | imit,2,of | limit,2,of | limit,3,o | fl | imit
flowt,2,3,2,flow | ##t,2,flow | t,2,flow | t,2,flow | t,2,flow | t
ball,73,3,1,ball,1,ball,1,ball,1,ball,1,ball
surface,107,3,1,surface,1,surface,1,surface,1,surface,1,surface
screen,71,3,1,screen,1,screen,1,screen,1,screen,1,screen
chaving,2,3,2,cha | ##ving,2,ch | aving,2,ch | aving,2,ch | aving,2,ch | aving
posotion,2,3,3,po | ##so | ##tion,2,pos | otion,2,pos | otion,2,pos | otion,2,pos | otion
contact,64,3,1,contact,1,contact,1,contact,1,contact,1,contact
deposit,16,3,1,deposit,1,deposit,1,deposit,1,deposit,2,de | posit
lead,294,3,1,lead,1,lead,1,lead,1,lead,1,lead
test,72,3,1,test,1,test,1,test,1,test,1,test
exchang,2,3,2,ex | ##chang,2,ex | chang,2,ex | chang,2,ex | chang,3,ex | ch | ang
pop,63,3,1,pop,1,pop,1,pop,1,pop,1,pop
position,241,3,1,position,1,position,1,position,1,position,1,position
protection,53,3,1,protection,1,protection,1,protection,2,pro | tection,2,prote | ction
leading,171,3,1,leading,1,leading,1,leading,1,leading,1,leading
code,47,3,1,code,1,code,1,code,1,code,1,code
strip,18,3,1,strip,1,strip,1,strip,1,strip,1,strip
output,19,3,1,output,1,output,1,output,1,output,1,output
cover,69,3,1,cover,1,cover,1,cover,1,cover,1,cover
inbound,5,3,2,in | ##bound,2,in | bound,2,in | bound,2,in | bound,2,in | bound
installation,16,3,1,installation,1,installation,1,installation,1,installation,2,install | ation
insert,7,3,1,insert,1,insert,1,insert,1,insert,1,insert
attachment,8,3,1,attachment,1,attachment,1,attachment,1,attachment,1,attachment
tape,12,3,1,tape,1,tape,1,tape,2,t | ape,1,tape
level,127,3,1,level,1,level,1,level,1,level,1,level
par,9,3,1,par,1,par,1,par,1,par,1,par
sight,12,3,1,sight,2,s | ight,1,sight,2,s | ight,2,s | ight
lip,7,3,1,lip,1,lip,1,lip,1,lip,1,lip
parent,13,3,1,parent,1,parent,1,parent,1,parent,1,parent
seating,8,3,1,seating,2,se | ating,2,se | ating,2,se | ating,2,se | ating
safety,20,3,1,safety,2,s | afety,1,safety,2,s | afety,2,s | afety
pollution,7,3,1,pollution,2,poll | ution,1,pollution,2,poll | ution,2,poll | ution
flush,4,3,1,flush,1,flush,1,flush,1,flush,1,flush
mismatch,3,3,3,mis | ##mat | ##ch,2,m | ismatch,2,m | ismatch,2,m | ismatch,3,m | ism | atch
connection,15,3,1,connection,1,connection,1,connection,1,connection,1,connection
hook,6,3,1,hook,1,hook,1,hook,1,hook,1,hook
correction,4,3,1,correction,2,corre | ction,1,correction,2,cor | rection,2,cor | rection
command,14,3,1,command,1,command,1,command,1,command,1,command
memory,10,3,1,memory,1,memory,1,memory,1,memory,1,memory
leaking,3,3,1,leaking,2,le | aking,2,le | aking,2,le | aking,2,le | aking
clogging,2,3,3,cl | ##og | ##ging,3,cl | og | ging,3,cl | og | ging,3,cl | og | ging,3,cl | og | ging
horizontal,5,3,1,horizontal,1,horizontal,1,horizontal,1,horizontal,1,horizontal
minimum,7,3,1,minimum,1,minimum,1,minimum,1,minimum,1,minimum
mispositionering,1,3,3,mis | ##position | ##ering,3,mis | position | ering,3,mis | position | ering,3,mis | position | ering,3,mis | position | ering
clockmissing,1,3,3,clock | ##mis | ##sing,2,clock | missing,2,clock | missing,2,clock | missing,2,clock | missing
boltset,1,3,2,bolts | ##et,2,bolt | set,2,bolt | set,2,bolt | set,3,bol | ts | et
enigine,1,3,3,en | ##ig | ##ine,2,enig | ine,2,enig | ine,2,enig | ine,2,enig | ine
coveringapprox,1,3,4,covering | ##app | ##ro | ##x,2,covering | approx,2,covering | approx,3,cover | ing | approx,3,cover | ing | approx
sealnot,1,3,2,seal | ##not,3,se | al | not,2,seal | not,2,seal | not,3,se | al | not
ajustable,1,3,3,aj | ##ust | ##able,3,aj | ust | able,3,aj | ust | able,3,aj | ust | able,3,aj | ust | able
coatin,1,3,2,coat | ##in,2,co | atin,2,co | atin,2,co | atin,2,co | atin
laekage,1,3,3,la | ##eka | ##ge,3,la | ek | age,3,la | ek | age,3,la | ek | age,3,la | ek | age
diformation,1,3,3,di | ##form | ##ation,3,d | iform | ation,3,d | iform | ation,3,d | iform | ation,3,d | iform | ation
crackfrom,1,3,3,crack | ##fr | ##om,3,c | rack | from,2,crack | from,3,cr | ack | from,3,c | rack | from
cancave,1,3,2,can | ##cave,3,c | anc | ave,2,canc | ave,3,c | anc | ave,3,c | anc | ave
pertruding,1,3,3,per | ##tr | ##uding,3,per | tr | uding,3,per | tr | uding,3,per | tr | uding,3,per | tr | uding
detecor,1,3,3,det | ##ec | ##or,3,det | ec | or,3,det | ec | or,3,det | ec | or,3,det | ec | or
bladeswith,1,3,2,blades | ##with,3,bl | ades | with,3,bl | ades | with,3,bl | ades | with,3,bl | ades | with
damagedo,1,3,2,damaged | ##o,3,dam | aged | o,2,damaged | o,3,dam | aged | o,3,dam | aged | o
initer,1,3,2,in | ##iter,2,in | iter,2,in | iter,2,in | iter,2,in | iter
thisengine,1,3,3,this | ##eng | ##ine,2,this | engine,2,this | engine,2,this | engine,2,this | engine
dimenional,1,3,3,dime | ##nio | ##nal,3,d | imen | ional,3,dim | en | ional,3,d | imen | ional,3,d | imen | ional
dimentionl,1,3,4,dime | ##nti | ##on | ##l,4,d | iment | ion | l,4,d | iment | ion | l,4,d | iment | ion | l,4,d | iment | ion | l
dispensatie,1,3,5,di | ##sp | ##ens | ##ati | ##e,3,d | ispens | atie,3,disp | ens | atie,3,disp | ens | atie,3,d | ispens | atie
inspecction,1,3,4,ins | ##pe | ##cc | ##tion,3,ins | pec | ction,3,ins | pec | ction,3,ins | pec | ction,3,ins | pec | ction
inspexction,1,3,4,ins | ##pe | ##x | ##ction,3,ins | pex | ction,3,ins | pex | ction,3,ins | pex | ction,3,ins | pex | ction
icnition,1,3,3,ic | ##ni | ##tion,2,icn | ition,3,ic | n | ition,3,ic | n | ition,3,ic | n | ition
igition,1,3,3,i | ##git | ##ion,2,ig | ition,2,ig | ition,2,ig | ition,2,ig | ition
insoection,1,3,3,ins | ##oe | ##ction,3,in | so | ection,3,in | so | ection,3,in | so | ection,3,in | so | ection
ispection,1,3,3,is | ##pe | ##ction,2,is | pection,2,is | pection,2,is | pection,2,is | pection
picturesnote,1,3,2,pictures | ##note,3,p | ictures | note,2,pictures | note,2,pictures | note,3,p | ictures | note
intrsection,1,3,3,int | ##rse | ##ction,3,int | r | section,2,intr | section,2,intr | section,3,in | tr | section
limitswithout,1,3,3,limits | ##with | ##out,2,limits | without,2,limits | without,2,limits | without,2,limits | without
inoil,1,3,3,in | ##oi | ##l,2,ino | il,2,ino | il,2,ino | il,2,ino | il
outerliner,1,3,2,outer | ##liner,2,outer | liner,2,outer | liner,2,outer | liner,2,outer | liner
damague,1,3,3,dam | ##ag | ##ue,2,dam | ague,2,dam | ague,2,dam | ague,2,dam | ague
leakkage,1,3,3,leak | ##ka | ##ge,3,le | akk | age,3,le | akk | age,3,le | akk | age,3,le | akk | age
cracksfigure,1,3,4,cracks | ##fi | ##gur | ##e,3,c | racks | figure,3,cr | acks | figure,3,cr | acks | figure,4,c | rack | sf | igure
vissual,1,3,3,vis | ##su | ##al,3,v | iss | ual,3,v | iss | ual,3,v | iss | ual,3,v | iss | ual
inpscetion,1,3,4,in | ##ps | ##ce | ##tion,4,in | ps | cet | ion,4,in | ps | cet | ion,4,in | psc | et | ion,5,in | ps | c | et | ion
cracked,3,3,1,cracked,2,c | racked,2,cr | acked,2,cr | acked,3,c | rack | ed
support,27,3,1,support,1,support,1,support,1,support,1,support
padss,1,3,2,pads | ##s,2,pad | ss,2,pad | ss,2,pad | ss,2,pad | ss
frnt,1,3,2,fr | ##nt,2,fr | nt,2,fr | nt,2,fr | nt,2,fr | nt
